1,18.781,0.52371,0.47163,0.80294
1,22.774,0.52602,0.39124,0.76798
1,7.2684,0.55323,0.46929,0.81977
1,10.919,0.49811,0.48139,0.82683
1,17.068,0.59796,0.61384,0.85845
1,12.185,0.56423,0.57859,0.85432
2,19.206,0.64921,0.62711,0.87861
2,14.915,0.67781,0.39212,0.78077
2,39.762,0.62115,0.32518,0.70731
2,34.171,0.62328,0.3083,0.70805
2,39.563,0.58432,0.32938,0.7275
2,62.988,0.5666,0.20835,0.61099
