1,1,1,5880,0,1,0,0,0,0,0,0,0,1,1,0.98952,1.0091,0.63784,0.31831,1.01E-16,0.88048,0.010284,0.00098515,0.0022774,1.2403,0.046034,0.00027033,0.0052428,0.012318,0.0001359,1.3263,0.10861,0.0016739,0.000018233,0.014715,0.035415,0.00095789,8.20E-06,1.1413,0.18317,0.0054726,0.00014411,8.89E-07,0.029261,0.072854,0.0035474,0.000071958,4.90E-07,0.75787,0.2435,0.012662,0.00059729,8.38E-06,8.95E-08,0.045823,0.11957,0.009199,0.0003303,5.12E-06,2.92E-08,0.29305,0.2624,0.023235,0.0017294,0.000041009,9.97E-07,1.36E-08,0.0011762,43.557,0.85158,146.8177,0.17348,67.522,4270.878,6.4718,10.0834,16.1966,3.8276,-0.18936,0.93722,0.25751,0.26159,1.2919,1.0439,0.14202
1,1,1,7192,0,1,0,0,0,0,0,0,0,1,1,0.99268,1.0018,0.6114,0.31831,4.32E-17,0.86546,0.0097728,0.00041314,0.0014768,1.174,0.042399,0.00034997,0.0020706,0.0077305,0.00013393,1.1732,0.095039,0.0020728,0.000020613,0.0052985,0.021162,0.00092323,7.94E-06,0.89089,0.14815,0.0063367,0.00015945,1.14E-06,0.0092039,0.040599,0.0033194,0.000067695,4.09E-07,0.43862,0.17425,0.013263,0.00064314,0.000010426,4.84E-08,0.011903,0.060392,0.0082883,0.00029938,4.18E-06,4.18E-08,0.031424,0.15229,0.020871,0.0018016,0.000048685,4.87E-07,1.10E-08,0.0020619,28.1179,0.78377,65.0228,0.20789,48.6969,2062.401,5.9135,9.285,10.4849,3.5289,-0.15305,0.88619,0.26235,0.26661,1.3136,1.0225,0.1352
1,1,-1,6864,0,1,0,0,0,0,0,0,0,1,1,0.98069,1.188,0.88301,0.31831,6.33E-16,0.84603,0.034751,0.0020477,0.0025774,1.0984,0.14707,0.0038193,0.0090447,0.012409,0.00079745,1.0342,0.31812,0.021858,0.0004498,0.0187,0.030148,0.005151,0.00016635,0.74279,0.47497,0.063897,0.0032145,0.00005968,0.022127,0.049488,0.017017,0.00133,0.000029792,0.38277,0.53529,0.12679,0.011664,0.00051076,8.82E-06,0.012201,0.060867,0.038269,0.005431,0.00028295,4.88E-06,0.095496,0.45889,0.1883,0.028432,0.0022108,0.000088093,1.40E-06,0.0030753,19.5241,0.75022,39.0907,0.24124,38.9505,1251.856,5.5588,8.6874,7.2623,3.2799,-0.14128,0.85598,0.26698,0.29983,1.6838,1.1461,0.15472
1,1,-1,6574,0,1,0,0,0,0,0,0,0,1,1,0.99954,1.0036,0.69003,0.31831,2.74E-16,0.865,0.013619,0.0021807,0.0020807,1.1724,0.05911,0.00071205,0.011112,0.010786,0.00017221,1.1708,0.13257,0.0042338,0.000045876,0.029177,0.029109,0.001164,0.000013643,0.89043,0.20676,0.013031,0.00034524,3.49E-06,0.052605,0.054747,0.0040691,0.00011443,1.17E-06,0.44441,0.24298,0.027609,0.0013387,0.000032346,4.01E-07,0.071188,0.079233,0.0097633,0.00049537,0.000011865,1.28E-07,0.015454,0.21055,0.044483,0.0035451,0.00015548,4.51E-06,4.33E-08,0.0013632,53.9482,0.68592,85.9019,0.15494,60.577,3255.683,6.1159,9.907,19.9131,3.9697,-0.11291,0.83152,0.26754,0.24514,1.4569,1.0697,0.20482
1,1,-2,4295,0,1,0,0,0,0,0,0,0,1,1,0.95724,1.0624,0.78652,0.31831,6.94E-17,0.88693,0.017034,0.0019762,0.0025288,1.2697,0.07748,0.00076254,0.010534,0.013798,0.00020604,1.3979,0.18765,0.0047511,0.000048799,0.029643,0.040212,0.001473,0.000014121,1.268,0.32923,0.015631,0.00038934,3.18E-06,0.0592,0.084397,0.0055641,0.00012456,1.02E-06,0.93863,0.46453,0.036294,0.0016333,0.000030561,2.42E-07,0.093429,0.14262,0.014822,0.00057537,0.000010679,7.52E-08,0.5104,0.54956,0.066265,0.0048011,0.00015316,2.73E-06,2.18E-08,0.0007769,98.6068,0.73685,187.3534,0.12509,66.6539,4249.689,6.6634,10.6643,37.9818,4.3834,-0.15516,0.9117,0.27705,0.26985,1.4578,1.1824,0.12284
1,1,1,5543,0,1,0,0,0,0,0,0,0,1,1,0.99319,1.0089,0.70863,0.31831,1.50E-16,0.88185,0.012661,0.0017766,0.00092005,1.2466,0.056801,0.0003973,0.0093796,0.0048826,0.000042058,1.3416,0.13453,0.0024338,0.000012712,0.025994,0.013662,0.00028944,7.34E-07,1.1685,0.22825,0.0078203,0.000099654,7.18E-07,0.050698,0.027121,0.0010379,0.000006218,8.61E-08,0.79639,0.30641,0.0176,0.00040968,0.000007259,6.42E-08,0.077049,0.042603,0.0025812,0.000028177,9.48E-07,9.38E-09,0.33813,0.33571,0.030886,0.0011797,0.000038709,7.54E-07,7.10E-09,0.0017477,37.2368,0.73054,69.1044,0.17996,51.8331,2342.317,5.9732,9.5185,13.5271,3.7166,-0.13042,0.85725,0.26267,0.24996,1.377,1.1427,0.24356
1,1,1,4400,0,1,0,0,0,0,0,0,0,1,1,0.99292,1.0322,0.74291,0.31831,7.43E-17,0.89643,0.011727,0.0015571,0.00071524,1.3126,0.053629,0.00050343,0.0084876,0.0040228,0.000049369,1.5005,0.13092,0.0031824,0.000023041,0.024668,0.012258,0.00036228,2.92E-06,1.4446,0.23215,0.010684,0.0001859,1.20E-06,0.051444,0.027331,0.001418,0.000026331,1.97E-07,1.181,0.33181,0.025487,0.00079089,0.000011762,7.91E-08,0.085813,0.049938,0.003958,0.00012509,2.11E-06,1.87E-08,0.78545,0.39834,0.048227,0.002364,0.000060677,9.22E-07,6.41E-09,0.0014806,35.8617,0.82455,102.2158,0.18436,56.4707,2893.276,6.2686,9.7324,13.2419,3.6879,-0.18359,0.92734,0.25221,0.2729,1.5357,1,0.18872
1,1,1,5140,0,1,0,0,0,0,0,0,0,1,1,0.99745,1.1362,0.85639,0.31831,6.76E-17,0.8763,0.022867,0.0016933,0.0010026,1.2243,0.10168,0.0015619,0.0086471,0.0051057,0.00015993,1.2989,0.23762,0.0095026,0.00011092,0.022801,0.01342,0.001091,0.000018346,1.1206,0.39605,0.030239,0.00085419,8.28E-06,0.041446,0.024338,0.0038687,0.00015591,1.72E-06,0.77971,0.52007,0.06714,0.003418,0.000077231,6.39E-07,0.057038,0.033551,0.0094914,0.00068696,0.000017377,1.39E-07,0.39804,0.55527,0.11551,0.0094436,0.00037232,7.02E-06,4.73E-08,0.0013444,50.5512,0.75679,104.1286,0.16013,71.2461,4588.218,6.2676,9.9635,18.5094,3.9267,-0.14758,0.89085,0.25498,0.24497,1.5302,1.0398,0.22596
1,1,1,4691,0,1,0,0,0,0,0,0,0,1,1,0.98831,1.0573,0.77139,0.31831,7.26E-17,0.88628,0.015827,0.00059607,0.0014704,1.2667,0.071681,0.00069996,0.0032346,0.0080587,0.00012417,1.3902,0.17233,0.0043675,0.000036394,0.0093676,0.023628,0.00089138,7.93E-06,1.2534,0.29876,0.014396,0.00029077,2.02E-06,0.019557,0.049951,0.0033843,0.000070236,4.69E-07,0.91614,0.41345,0.033497,0.0012215,0.000019644,1.15E-07,0.033021,0.085075,0.0090701,0.00032606,4.94E-06,2.60E-08,0.48061,0.4733,0.061303,0.0035943,0.000099856,1.31E-06,5.72E-09,0.0020487,37.6347,0.66335,55.9067,0.18394,47.7139,1942.851,5.7992,9.3363,14.0373,3.7249,-0.10954,0.81248,0.27194,0.28422,1.4179,1.1106,0.23934
1,1,-7,5617,0,1,0,0,0,0,0,0,0,1,1,0.95234,1.3071,0.90372,0.31831,1.77E-16,0.85445,0.035123,0.002479,0.0025841,1.1351,0.15013,0.0040666,0.012044,0.012328,0.00083385,1.118,0.32997,0.023716,0.00046449,0.030166,0.029264,0.0054126,0.0001749,0.88061,0.50435,0.071222,0.0034005,0.000059849,0.053961,0.045322,0.017959,0.001414,0.000030747,0.56726,0.58818,0.14669,0.012755,0.00052312,0.000010398,0.080935,0.047812,0.04043,0.0058535,0.00029538,5.04E-06,0.31044,0.53194,0.22938,0.03253,0.002328,0.0001069,2.07E-06,0.015134,6.9387,0.40691,5.8501,0.36431,16.2067,164.1396,4.0545,6.4751,2.6529,2.5973,-0.045734,0.51091,0.28894,0.28966,1.7954,1.0568,0.30819
